FinalReturn_Pct,FinalPortfolioValue_USD,AnnualizedReturn_Pct,MaxDrawdown_Pct,SharpeRatio,TotalTrades,WinRate_Pct,AvgTradeReturn_Pct,MaxTradeReturn_Pct,MinTradeReturn_Pct
1553.13845018393,165313.845018393,11.8735362786108,-93.829917875986,0.000262870898313521,62,90.3225806451613,0.0766706492621902,0.246861628770466,-0.0390920497630064
